Name,Diameter,Position
100_m10_0004_0.png,100,30
100_m10_0004_1.png,100,30
100_m10_0004_2.png,100,30
100_m10_0004_3.png,100,30
100_m10_0004_4.png,100,30
100_m10_0004_5.png,100,30
100_m10_0005_0.png,100,30
100_m10_0005_1.png,100,30
100_m10_0005_2.png,100,30
100_m10_0005_3.png,100,30
100_m10_0005_4.png,100,30
100_m10_0005_5.png,100,30
100_m10_0008_0.png,100,30
100_m10_0008_1.png,100,30
100_m10_0008_2.png,100,30
100_m10_0008_3.png,100,30
100_m10_0008_4.png,100,30
100_m10_0008_5.png,100,30
100_m10_0009_0.png,100,30
100_m10_0009_1.png,100,30
100_m10_0009_2.png,100,30
100_m10_0009_3.png,100,30
100_m10_0009_4.png,100,30
100_m10_0009_5.png,100,30
100_m10_0010_0.png,100,30
100_m10_0010_1.png,100,30
100_m10_0010_2.png,100,30
100_m10_0010_3.png,100,30
100_m10_0010_4.png,100,30
100_m10_0010_5.png,100,30
100_m10_0013_0.png,100,30
100_m10_0013_1.png,100,30
100_m10_0013_2.png,100,30
100_m10_0013_3.png,100,30
100_m10_0013_4.png,100,30
100_m10_0013_5.png,100,30
100_m10_0015_0.png,100,30
100_m10_0015_1.png,100,30
100_m10_0015_2.png,100,30
100_m10_0015_3.png,100,30
100_m10_0015_4.png,100,30
100_m10_0015_5.png,100,30
100_m10_0017_0.png,100,30
100_m10_0017_1.png,100,30
100_m10_0017_2.png,100,30
100_m10_0017_3.png,100,30
100_m10_0017_4.png,100,30
100_m10_0018_0.png,100,30
100_m10_0018_1.png,100,30
100_m10_0018_2.png,100,30
100_m10_0018_3.png,100,30
100_m10_0018_4.png,100,30
100_m10_0018_5.png,100,30
100_m10_0019_0.png,100,30
100_m10_0019_1.png,100,30
100_m10_0019_2.png,100,30
100_m10_0019_3.png,100,30
100_m10_0019_4.png,100,30
100_m10_0019_5.png,100,30
100_m10_0022_0.png,100,30
100_m10_0022_1.png,100,30
100_m10_0022_2.png,100,30
100_m10_0022_3.png,100,30
100_m10_0022_4.png,100,30
100_m10_0023_0.png,100,30
100_m10_0023_1.png,100,30
100_m10_0023_2.png,100,30
100_m10_0023_3.png,100,30
100_m10_0023_4.png,100,30
100_m10_0023_5.png,100,30
100_m10_0024_0.png,100,30
100_m10_0024_1.png,100,30
100_m10_0024_2.png,100,30
100_m10_0024_3.png,100,30
100_m10_0024_4.png,100,30
100_m10_0024_5.png,100,30
100_m10_0025_0.png,100,30
100_m10_0025_1.png,100,30
100_m10_0025_2.png,100,30
100_m10_0025_3.png,100,30
100_m10_0025_4.png,100,30
100_m10_0025_5.png,100,30
100_m10_0027_0.png,100,30
100_m10_0027_1.png,100,30
100_m10_0027_2.png,100,30
100_m10_0027_3.png,100,30
100_m10_0027_4.png,100,30
100_m10_0028_0.png,100,30
100_m10_0028_1.png,100,30
100_m10_0028_2.png,100,30
100_m10_0028_3.png,100,30
100_m10_0028_4.png,100,30
100_m10_0028_5.png,100,30
100_m10_0029_0.png,100,30
100_m10_0029_1.png,100,30
100_m10_0029_2.png,100,30
100_m10_0029_3.png,100,30
100_m10_0029_4.png,100,30
100_m10_0029_5.png,100,30
100_m10_0030_0.png,100,30
100_m100_0001_0.png,100,-60
100_m100_0001_1.png,100,-60
100_m100_0001_2.png,100,-60
100_m100_0001_3.png,100,-60
100_m100_0001_4.png,100,-60
100_m100_0001_5.png,100,-60
100_m100_0002_0.png,100,-60
100_m100_0002_1.png,100,-60
100_m100_0002_2.png,100,-60
100_m100_0002_3.png,100,-60
100_m100_0002_4.png,100,-60
100_m100_0002_5.png,100,-60
100_m100_0003_0.png,100,-60
100_m100_0003_1.png,100,-60
100_m100_0003_2.png,100,-60
100_m100_0003_3.png,100,-60
100_m100_0003_4.png,100,-60
100_m100_0003_5.png,100,-60
100_m100_0005_0.png,100,-60
100_m100_0005_1.png,100,-60
100_m100_0005_2.png,100,-60
100_m100_0005_3.png,100,-60
100_m100_0005_4.png,100,-60
100_m100_0005_5.png,100,-60
100_m100_0006_0.png,100,-60
100_m100_0006_1.png,100,-60
100_m100_0006_2.png,100,-60
100_m100_0006_3.png,100,-60
100_m100_0006_4.png,100,-60
100_m100_0006_5.png,100,-60
100_m100_0007_0.png,100,-60
100_m100_0007_1.png,100,-60
100_m100_0007_2.png,100,-60
100_m100_0007_3.png,100,-60
100_m100_0007_4.png,100,-60
100_m100_0007_5.png,100,-60
100_m100_0011_0.png,100,-60
100_m100_0011_1.png,100,-60
100_m100_0011_2.png,100,-60
100_m100_0011_3.png,100,-60
100_m100_0011_4.png,100,-60
100_m100_0011_5.png,100,-60
100_m100_0012_0.png,100,-60
100_m100_0012_1.png,100,-60
100_m100_0012_2.png,100,-60
100_m100_0012_3.png,100,-60
100_m100_0012_4.png,100,-60
100_m100_0012_5.png,100,-60
100_m100_0016_0.png,100,-60
100_m100_0016_1.png,100,-60
100_m100_0016_2.png,100,-60
100_m100_0016_3.png,100,-60
100_m100_0016_4.png,100,-60
100_m100_0016_5.png,100,-60
100_m100_0017_0.png,100,-60
100_m100_0017_1.png,100,-60
100_m100_0017_2.png,100,-60
100_m100_0017_3.png,100,-60
100_m100_0017_4.png,100,-60
100_m100_0017_5.png,100,-60
100_m100_0018_0.png,100,-60
100_m100_0018_1.png,100,-60
100_m100_0018_2.png,100,-60
100_m100_0018_3.png,100,-60
100_m100_0018_4.png,100,-60
100_m100_0018_5.png,100,-60
100_m100_0019_0.png,100,-60
100_m100_0019_1.png,100,-60
100_m100_0019_2.png,100,-60
100_m100_0019_3.png,100,-60
100_m100_0019_4.png,100,-60
100_m100_0019_5.png,100,-60
100_m100_0020_0.png,100,-60
100_m100_0020_1.png,100,-60
100_m100_0020_2.png,100,-60
100_m100_0020_3.png,100,-60
100_m100_0020_4.png,100,-60
100_m100_0020_5.png,100,-60
100_m100_0021_0.png,100,-60
100_m100_0021_1.png,100,-60
100_m100_0021_2.png,100,-60
100_m100_0021_3.png,100,-60
100_m100_0021_4.png,100,-60
100_m100_0021_5.png,100,-60
100_m100_0022_0.png,100,-60
100_m100_0022_1.png,100,-60
100_m100_0022_2.png,100,-60
100_m100_0022_3.png,100,-60
100_m100_0022_4.png,100,-60
100_m100_0022_5.png,100,-60
100_m100_0023_0.png,100,-60
100_m100_0023_1.png,100,-60
100_m100_0023_2.png,100,-60
100_m100_0023_3.png,100,-60
100_m100_0023_4.png,100,-60
100_m100_0023_5.png,100,-60
100_m100_0024_0.png,100,-60
100_m100_0024_1.png,100,-60
100_m100_0024_2.png,100,-60
100_m100_0024_3.png,100,-60
100_m110_0001_0.png,100,-70
100_m110_0001_1.png,100,-70
100_m110_0001_2.png,100,-70
100_m110_0001_3.png,100,-70
100_m110_0001_4.png,100,-70
100_m110_0001_5.png,100,-70
100_m110_0002_0.png,100,-70
100_m110_0002_1.png,100,-70
100_m110_0002_2.png,100,-70
100_m110_0002_3.png,100,-70
100_m110_0002_4.png,100,-70
100_m110_0003_0.png,100,-70
100_m110_0003_1.png,100,-70
100_m110_0003_2.png,100,-70
100_m110_0003_3.png,100,-70
100_m110_0003_4.png,100,-70
100_m110_0003_5.png,100,-70
100_m110_0004_0.png,100,-70
100_m110_0004_1.png,100,-70
100_m110_0004_2.png,100,-70
100_m110_0004_3.png,100,-70
100_m110_0004_4.png,100,-70
100_m110_0004_5.png,100,-70
100_m110_0005_0.png,100,-70
100_m110_0005_1.png,100,-70
100_m110_0005_2.png,100,-70
100_m110_0005_3.png,100,-70
100_m110_0005_4.png,100,-70
100_m110_0005_5.png,100,-70
