Name,Diameter,Position
200_m10_0002_0.png,200,100
200_m10_0002_1.png,200,100
200_m10_0004_0.png,200,100
200_m10_0004_1.png,200,100
200_m10_0005_0.png,200,100
200_m10_0005_1.png,200,100
200_m10_0005_2.png,200,100
200_m10_0007_0.png,200,100
200_m10_0007_1.png,200,100
200_m10_0010_0.png,200,100
200_m10_0010_1.png,200,100
200_m10_0010_2.png,200,100
200_m10_0012_0.png,200,100
200_m10_0012_1.png,200,100
200_m10_0013_0.png,200,100
200_m10_0013_1.png,200,100
200_m10_0013_2.png,200,100
200_m10_0015_0.png,200,100
200_m10_0015_1.png,200,100
200_m10_0017_0.png,200,100
200_m10_0017_1.png,200,100
200_m10_0018_0.png,200,100
200_m10_0018_1.png,200,100
200_m10_0018_2.png,200,100
200_m10_0019_0.png,200,100
200_m10_0019_1.png,200,100
200_m10_0020_0.png,200,100
200_m10_0020_1.png,200,100
200_m10_0020_2.png,200,100
200_m10_0022_0.png,200,100
200_m10_0022_1.png,200,100
200_m10_0023_0.png,200,100
200_m10_0023_1.png,200,100
200_m10_0023_2.png,200,100
200_m10_0025_0.png,200,100
200_m10_0025_1.png,200,100
200_m10_0027_0.png,200,100
200_m10_0027_1.png,200,100
200_m10_0028_0.png,200,100
200_m10_0028_1.png,200,100
200_m10_0028_2.png,200,100
200_m10_0030_0.png,200,100
200_m10_0030_1.png,200,100
200_m10_0032_0.png,200,100
200_m10_0032_1.png,200,100
200_m10_0033_0.png,200,100
200_m10_0033_1.png,200,100
200_m10_0033_2.png,200,100
200_m10_0035_0.png,200,100
200_m10_0035_1.png,200,100
200_m10_0035_2.png,200,100
200_m10_0037_0.png,200,100
200_m10_0037_1.png,200,100
200_m10_0039_0.png,200,100
200_m10_0039_1.png,200,100
200_m10_0040_0.png,200,100
200_m10_0040_1.png,200,100
200_m10_0040_2.png,200,100
200_m10_0042_0.png,200,100
200_m10_0042_1.png,200,100
200_m10_0044_0.png,200,100
200_m10_0044_1.png,200,100
200_m10_0045_0.png,200,100
200_m10_0045_1.png,200,100
200_m10_0045_2.png,200,100
200_m10_0047_0.png,200,100
200_m10_0047_1.png,200,100
200_m10_0049_0.png,200,100
200_m10_0049_1.png,200,100
200_m10_0050_0.png,200,100
200_m10_0050_1.png,200,100
200_m10_0050_2.png,200,100
200_m10_0052_0.png,200,100
200_m10_0052_1.png,200,100
200_m10_0055_0.png,200,100
200_m10_0055_1.png,200,100
200_m10_0055_2.png,200,100
200_m10_0057_0.png,200,100
200_m10_0057_1.png,200,100
200_m10_0060_0.png,200,100
200_m10_0060_1.png,200,100
200_m10_0063_0.png,200,100
200_m10_0063_1.png,200,100
200_m10_0063_2.png,200,100
200_m10_0067_0.png,200,100
200_m10_0067_1.png,200,100
200_m10_0070_0.png,200,100
200_m10_0070_1.png,200,100
200_m10_0071_0.png,200,100
200_m10_0071_1.png,200,100
200_m10_0071_2.png,200,100
200_m10_0073_0.png,200,100
200_m10_0073_1.png,200,100
200_m10_0077_0.png,200,100
200_m10_0077_1.png,200,100
200_m10_0078_0.png,200,100
200_m10_0078_1.png,200,100
200_m10_0078_2.png,200,100
200_m10_0082_0.png,200,100
200_m10_0082_1.png,200,100
200_m100_0003_0.png,200,10
200_m100_0003_1.png,200,10
200_m100_0005_0.png,200,10
200_m100_0005_1.png,200,10
200_m100_0005_2.png,200,10
200_m100_0009_0.png,200,10
200_m100_0009_1.png,200,10
200_m100_0014_0.png,200,10
200_m100_0014_1.png,200,10
200_m100_0019_0.png,200,10
200_m100_0019_1.png,200,10
200_m100_0024_0.png,200,10
200_m100_0024_1.png,200,10
200_m100_0029_0.png,200,10
200_m100_0029_1.png,200,10
200_m100_0031_0.png,200,10
200_m100_0031_1.png,200,10
200_m100_0034_0.png,200,10
200_m100_0034_1.png,200,10
200_m100_0039_0.png,200,10
200_m100_0039_1.png,200,10
200_m100_0044_0.png,200,10
200_m100_0044_1.png,200,10
200_m100_0050_0.png,200,10
200_m100_0050_1.png,200,10
200_m100_0050_2.png,200,10
200_m100_0052_0.png,200,10
200_m100_0052_1.png,200,10
200_m100_0052_2.png,200,10
200_m100_0055_0.png,200,10
200_m100_0055_1.png,200,10
200_m100_0059_0.png,200,10
200_m100_0059_1.png,200,10
200_m100_0064_0.png,200,10
200_m100_0064_1.png,200,10
200_m100_0068_0.png,200,10
200_m100_0068_1.png,200,10
200_m100_0069_0.png,200,10
200_m100_0069_1.png,200,10
200_m100_0074_0.png,200,10
200_m100_0074_1.png,200,10
200_m100_0079_0.png,200,10
200_m100_0079_1.png,200,10
200_m100_0080_0.png,200,10
200_m100_0080_1.png,200,10
200_m100_0084_0.png,200,10
200_m100_0084_1.png,200,10
200_m100_0089_0.png,200,10
200_m100_0089_1.png,200,10
200_m100_0094_0.png,200,10
200_m100_0094_1.png,200,10
200_m100_0099_0.png,200,10
200_m100_0099_1.png,200,10
200_m100_0104_0.png,200,10
200_m100_0104_1.png,200,10
200_m110_0001_0.png,200,0
200_m110_0001_1.png,200,0
200_m110_0001_2.png,200,0
200_m110_0003_0.png,200,0
200_m110_0003_1.png,200,0
200_m110_0003_2.png,200,0
200_m110_0005_0.png,200,0
200_m110_0005_1.png,200,0
200_m110_0007_0.png,200,0
200_m110_0007_1.png,200,0
200_m110_0008_0.png,200,0
200_m110_0008_1.png,200,0
200_m110_0008_2.png,200,0
200_m110_0010_0.png,200,0
200_m110_0010_1.png,200,0
200_m110_0011_0.png,200,0
200_m110_0011_1.png,200,0
200_m110_0011_2.png,200,0
200_m110_0012_0.png,200,0
200_m110_0012_1.png,200,0
200_m110_0013_0.png,200,0
200_m110_0013_1.png,200,0
200_m110_0013_2.png,200,0
200_m110_0015_0.png,200,0
200_m110_0015_1.png,200,0
200_m110_0016_0.png,200,0
200_m110_0016_1.png,200,0
200_m110_0016_2.png,200,0
200_m110_0018_0.png,200,0
200_m110_0018_1.png,200,0
200_m110_0018_2.png,200,0
200_m110_0020_0.png,200,0
200_m110_0020_1.png,200,0
200_m110_0021_0.png,200,0
200_m110_0021_1.png,200,0
200_m110_0021_2.png,200,0
200_m110_0022_0.png,200,0
200_m110_0022_1.png,200,0
200_m110_0023_0.png,200,0
200_m110_0023_1.png,200,0
200_m110_0023_2.png,200,0
200_m110_0025_0.png,200,0
200_m110_0025_1.png,200,0
200_m110_0027_0.png,200,0
200_m110_0027_1.png,200,0
200_m110_0028_0.png,200,0
200_m110_0028_1.png,200,0
200_m110_0028_2.png,200,0
200_m110_0030_0.png,200,0
200_m110_0030_1.png,200,0
200_m110_0032_0.png,200,0
200_m110_0032_1.png,200,0
200_m110_0033_0.png,200,0
200_m110_0033_1.png,200,0
200_m110_0033_2.png,200,0
200_m110_0034_0.png,200,0
200_m110_0034_1.png,200,0
200_m110_0035_0.png,200,0
200_m110_0035_1.png,200,0
200_m110_0037_0.png,200,0
200_m110_0037_1.png,200,0
200_m110_0038_0.png,200,0
200_m110_0038_1.png,200,0
200_m110_0038_2.png,200,0
200_m110_0040_0.png,200,0
200_m110_0040_1.png,200,0
200_m110_0042_0.png,200,0
200_m110_0042_1.png,200,0
200_m110_0043_0.png,200,0
200_m110_0043_1.png,200,0
200_m110_0045_0.png,200,0
200_m110_0045_1.png,200,0
200_m110_0046_0.png,200,0
200_m110_0046_1.png,200,0
200_m110_0046_2.png,200,0
200_m110_0048_0.png,200,0
200_m110_0048_1.png,200,0
200_m110_0048_2.png,200,0
200_m110_0050_0.png,200,0
200_m110_0050_1.png,200,0
200_m110_0052_0.png,200,0
200_m110_0052_1.png,200,0
200_m110_0053_0.png,200,0
200_m110_0053_1.png,200,0
200_m110_0053_2.png,200,0
200_m110_0055_0.png,200,0
200_m110_0055_1.png,200,0
200_m110_0057_0.png,200,0
200_m110_0057_1.png,200,0
200_m110_0058_0.png,200,0
200_m110_0058_1.png,200,0
200_m110_0058_2.png,200,0
200_m110_0060_0.png,200,0
200_m110_0060_1.png,200,0
200_m110_0062_0.png,200,0
200_m110_0062_1.png,200,0
200_m110_0063_0.png,200,0
200_m110_0063_1.png,200,0
200_m110_0063_2.png,200,0
200_m110_0065_0.png,200,0
200_m120_0002_0.png,200,-10
200_m120_0002_1.png,200,-10
200_m120_0002_2.png,200,-10
200_m120_0005_0.png,200,-10
200_m120_0005_1.png,200,-10
200_m120_0005_2.png,200,-10
200_m120_0006_0.png,200,-10
200_m120_0006_1.png,200,-10
200_m120_0007_0.png,200,-10
200_m120_0007_1.png,200,-10
200_m120_0007_2.png,200,-10
200_m120_0010_0.png,200,-10
200_m120_0010_1.png,200,-10
200_m120_0010_2.png,200,-10
200_m120_0014_0.png,200,-10
200_m120_0014_1.png,200,-10
200_m120_0015_0.png,200,-10
200_m120_0015_1.png,200,-10
200_m120_0015_2.png,200,-10
200_m120_0016_0.png,200,-10
200_m120_0016_1.png,200,-10
200_m120_0017_0.png,200,-10
200_m120_0017_1.png,200,-10
200_m120_0017_2.png,200,-10
200_m120_0020_0.png,200,-10
200_m120_0020_1.png,200,-10
200_m120_0020_2.png,200,-10
200_m120_0021_0.png,200,-10
200_m120_0021_1.png,200,-10
200_m120_0022_0.png,200,-10
200_m120_0022_1.png,200,-10
200_m120_0022_2.png,200,-10
200_m120_0027_0.png,200,-10
200_m120_0027_1.png,200,-10
200_m120_0027_2.png,200,-10
200_m120_0029_0.png,200,-10
200_m120_0029_1.png,200,-10
200_m120_0031_0.png,200,-10
200_m120_0031_1.png,200,-10
200_m120_0032_0.png,200,-10
200_m120_0032_1.png,200,-10
200_m120_0032_2.png,200,-10
200_m120_0036_0.png,200,-10
200_m120_0036_1.png,200,-10
200_m120_0037_0.png,200,-10
200_m120_0037_1.png,200,-10
200_m120_0037_2.png,200,-10
200_m120_0039_0.png,200,-10
200_m120_0039_1.png,200,-10
200_m120_0041_0.png,200,-10
200_m120_0041_1.png,200,-10
200_m120_0042_0.png,200,-10
200_m120_0042_1.png,200,-10
200_m120_0042_2.png,200,-10
200_m120_0046_0.png,200,-10
200_m120_0046_1.png,200,-10
200_m120_0047_0.png,200,-10
200_m120_0047_1.png,200,-10
200_m120_0047_2.png,200,-10
200_m120_0049_0.png,200,-10
200_m120_0049_1.png,200,-10
200_m120_0051_0.png,200,-10
200_m120_0051_1.png,200,-10
200_m120_0052_0.png,200,-10
200_m120_0052_1.png,200,-10
200_m120_0052_2.png,200,-10
200_m120_0054_0.png,200,-10
200_m120_0054_1.png,200,-10
200_m120_0056_0.png,200,-10
200_m120_0056_1.png,200,-10
200_m120_0057_0.png,200,-10
200_m120_0057_1.png,200,-10
200_m120_0057_2.png,200,-10
200_m120_0061_0.png,200,-10
200_m120_0061_1.png,200,-10
200_m120_0064_0.png,200,-10
200_m120_0064_1.png,200,-10
200_m120_0066_0.png,200,-10
200_m120_0066_1.png,200,-10
200_m120_0071_0.png,200,-10
200_m120_0071_1.png,200,-10
200_m120_0072_0.png,200,-10
200_m120_0072_1.png,200,-10
200_m120_0072_2.png,200,-10
200_m120_0076_0.png,200,-10
200_m120_0076_1.png,200,-10
200_m120_0077_0.png,200,-10
200_m120_0077_1.png,200,-10
200_m120_0077_2.png,200,-10
200_m120_0081_0.png,200,-10
200_m120_0081_1.png,200,-10
200_m120_0082_0.png,200,-10
200_m120_0082_1.png,200,-10
200_m120_0082_2.png,200,-10
200_m120_0091_0.png,200,-10
200_m120_0091_1.png,200,-10
200_m120_0092_0.png,200,-10
200_m120_0092_1.png,200,-10
200_m120_0092_2.png,200,-10
200_m120_0094_0.png,200,-10
200_m130_0001_0.png,200,-20
200_m130_0001_1.png,200,-20
200_m130_0002_0.png,200,-20
200_m130_0002_1.png,200,-20
200_m130_0002_2.png,200,-20
200_m130_0004_0.png,200,-20
200_m130_0004_1.png,200,-20
200_m130_0006_0.png,200,-20
200_m130_0006_1.png,200,-20
200_m130_0007_0.png,200,-20
200_m130_0007_1.png,200,-20
200_m130_0007_2.png,200,-20
200_m130_0009_0.png,200,-20
200_m130_0009_1.png,200,-20
200_m130_0009_2.png,200,-20
200_m130_0011_0.png,200,-20
200_m130_0011_1.png,200,-20
200_m130_0013_0.png,200,-20
200_m130_0013_1.png,200,-20
200_m130_0014_0.png,200,-20
200_m130_0014_1.png,200,-20
200_m130_0014_2.png,200,-20
200_m130_0016_0.png,200,-20
200_m130_0016_1.png,200,-20
200_m130_0017_0.png,200,-20
200_m130_0017_1.png,200,-20
200_m130_0017_2.png,200,-20
200_m130_0021_0.png,200,-20
200_m130_0021_1.png,200,-20
200_m130_0022_0.png,200,-20
200_m130_0022_1.png,200,-20
200_m130_0022_2.png,200,-20
200_m130_0024_0.png,200,-20
200_m130_0024_1.png,200,-20
200_m130_0026_0.png,200,-20
200_m130_0026_1.png,200,-20
200_m130_0027_0.png,200,-20
200_m130_0027_1.png,200,-20
200_m130_0027_2.png,200,-20
200_m130_0029_0.png,200,-20
200_m130_0029_1.png,200,-20
200_m130_0031_0.png,200,-20
200_m130_0031_1.png,200,-20
200_m130_0032_0.png,200,-20
200_m130_0032_1.png,200,-20
200_m130_0032_2.png,200,-20
200_m130_0034_0.png,200,-20
200_m130_0034_1.png,200,-20
200_m130_0034_2.png,200,-20
200_m130_0036_0.png,200,-20
200_m130_0036_1.png,200,-20
200_m130_0037_0.png,200,-20
200_m130_0037_1.png,200,-20
200_m130_0037_2.png,200,-20
200_m130_0041_0.png,200,-20
200_m130_0041_1.png,200,-20
200_m130_0042_0.png,200,-20
200_m130_0042_1.png,200,-20
200_m130_0042_2.png,200,-20
200_m130_0044_0.png,200,-20
200_m130_0044_1.png,200,-20
200_m130_0046_0.png,200,-20
200_m130_0046_1.png,200,-20
200_m130_0047_0.png,200,-20
200_m130_0047_1.png,200,-20
200_m130_0047_2.png,200,-20
200_m130_0049_0.png,200,-20
200_m130_0049_1.png,200,-20
200_m130_0049_2.png,200,-20
200_m130_0051_0.png,200,-20
200_m130_0051_1.png,200,-20
200_m130_0053_0.png,200,-20
200_m130_0053_1.png,200,-20
200_m130_0054_0.png,200,-20
200_m130_0054_1.png,200,-20
200_m130_0054_2.png,200,-20
200_m130_0056_0.png,200,-20
200_m130_0056_1.png,200,-20
200_m130_0058_0.png,200,-20
200_m130_0058_1.png,200,-20
200_m130_0059_0.png,200,-20
200_m130_0059_1.png,200,-20
200_m130_0059_2.png,200,-20
200_m130_0061_0.png,200,-20
200_m130_0061_1.png,200,-20
200_m130_0063_0.png,200,-20
200_m130_0063_1.png,200,-20
200_m130_0064_0.png,200,-20
200_m130_0064_1.png,200,-20
200_m130_0064_2.png,200,-20
200_m130_0066_0.png,200,-20
200_m130_0066_1.png,200,-20
200_m130_0067_0.png,200,-20
200_m130_0067_1.png,200,-20
200_m130_0067_2.png,200,-20
200_m130_0069_0.png,200,-20
200_m130_0069_1.png,200,-20
200_m130_0071_0.png,200,-20
200_m130_0071_1.png,200,-20
200_m130_0072_0.png,200,-20
200_m140_0001_0.png,200,-30
200_m140_0001_1.png,200,-30
200_m140_0001_2.png,200,-30
200_m140_0003_0.png,200,-30
200_m140_0003_1.png,200,-30
200_m140_0003_2.png,200,-30
200_m140_0005_0.png,200,-30
200_m140_0005_1.png,200,-30
200_m140_0007_0.png,200,-30
200_m140_0007_1.png,200,-30
200_m140_0008_0.png,200,-30
200_m140_0008_1.png,200,-30
200_m140_0008_2.png,200,-30
200_m140_0010_0.png,200,-30
200_m140_0010_1.png,200,-30
200_m140_0012_0.png,200,-30
200_m140_0012_1.png,200,-30
200_m140_0013_0.png,200,-30
200_m140_0013_1.png,200,-30
200_m140_0013_2.png,200,-30
200_m140_0015_0.png,200,-30
200_m140_0015_1.png,200,-30
200_m140_0017_0.png,200,-30
200_m140_0017_1.png,200,-30
200_m140_0018_0.png,200,-30
200_m140_0018_1.png,200,-30
200_m140_0018_2.png,200,-30
200_m140_0020_0.png,200,-30
200_m140_0020_1.png,200,-30
200_m140_0021_0.png,200,-30
200_m140_0021_1.png,200,-30
200_m140_0021_2.png,200,-30
200_m140_0022_0.png,200,-30
200_m140_0022_1.png,200,-30
200_m140_0023_0.png,200,-30
200_m140_0023_1.png,200,-30
200_m140_0023_2.png,200,-30
200_m140_0025_0.png,200,-30
200_m140_0025_1.png,200,-30
200_m140_0027_0.png,200,-30
200_m140_0027_1.png,200,-30
200_m140_0028_0.png,200,-30
200_m140_0028_1.png,200,-30
200_m140_0028_2.png,200,-30
200_m140_0030_0.png,200,-30
200_m140_0030_1.png,200,-30
200_m140_0032_0.png,200,-30
200_m140_0032_1.png,200,-30
200_m140_0033_0.png,200,-30
200_m140_0033_1.png,200,-30
200_m140_0033_2.png,200,-30
200_m140_0035_0.png,200,-30
200_m140_0035_1.png,200,-30
200_m140_0037_0.png,200,-30
200_m140_0037_1.png,200,-30
200_m140_0038_0.png,200,-30
200_m140_0038_1.png,200,-30
200_m140_0038_2.png,200,-30
200_m140_0040_0.png,200,-30
200_m140_0040_1.png,200,-30
200_m140_0042_0.png,200,-30
200_m140_0042_1.png,200,-30
200_m140_0043_0.png,200,-30
200_m140_0043_1.png,200,-30
200_m140_0043_2.png,200,-30
200_m140_0045_0.png,200,-30
200_m140_0045_1.png,200,-30
200_m140_0048_0.png,200,-30
200_m140_0048_1.png,200,-30
200_m140_0048_2.png,200,-30
200_m140_0050_0.png,200,-30
200_m140_0050_1.png,200,-30
200_m140_0051_0.png,200,-30
200_m140_0051_1.png,200,-30
200_m140_0051_2.png,200,-30
200_m140_0053_0.png,200,-30
200_m140_0053_1.png,200,-30
200_m140_0053_2.png,200,-30
200_m140_0055_0.png,200,-30
200_m140_0055_1.png,200,-30
200_m140_0056_0.png,200,-30
200_m140_0056_1.png,200,-30
200_m140_0056_2.png,200,-30
200_m140_0058_0.png,200,-30
200_m140_0058_1.png,200,-30
200_m140_0060_0.png,200,-30
200_m140_0060_1.png,200,-30
200_m140_0062_0.png,200,-30
200_m140_0062_1.png,200,-30
200_m140_0063_0.png,200,-30
200_m140_0063_1.png,200,-30
200_m140_0063_2.png,200,-30
200_m140_0065_0.png,200,-30
200_m140_0065_1.png,200,-30
200_m140_0066_0.png,200,-30
200_m140_0066_1.png,200,-30
200_m140_0066_2.png,200,-30
200_m140_0068_0.png,200,-30
200_m140_0068_1.png,200,-30
200_m140_0068_2.png,200,-30
200_m150_0004_0.png,200,-40
200_m150_0004_1.png,200,-40
200_m150_0005_0.png,200,-40
200_m150_0005_1.png,200,-40
200_m150_0005_2.png,200,-40
200_m150_0009_0.png,200,-40
200_m150_0009_1.png,200,-40
200_m150_0010_0.png,200,-40
200_m150_0010_1.png,200,-40
200_m150_0010_2.png,200,-40
200_m150_0012_0.png,200,-40
200_m150_0012_1.png,200,-40
200_m150_0015_0.png,200,-40
200_m150_0015_1.png,200,-40
200_m150_0015_2.png,200,-40
200_m150_0017_0.png,200,-40
