,Name,Diameter,Position
0,50_m10_0001_0.png,50,40
1,50_m10_0001_1.png,50,40
2,50_m10_0001_2.png,50,40
3,50_m10_0001_3.png,50,40
4,50_m10_0001_4.png,50,40
5,50_m10_0002_0.png,50,40
6,50_m10_0002_1.png,50,40
7,50_m10_0002_2.png,50,40
8,50_m10_0002_3.png,50,40
9,50_m10_0002_4.png,50,40
10,50_m10_0002_5.png,50,40
11,50_m10_0003_0.png,50,40
12,50_m10_0003_1.png,50,40
13,50_m10_0003_2.png,50,40
14,50_m10_0003_3.png,50,40
15,50_m10_0003_4.png,50,40
16,50_m10_0003_5.png,50,40
17,50_m10_0004_0.png,50,40
18,50_m10_0004_1.png,50,40
19,50_m10_0004_2.png,50,40
20,50_m10_0004_3.png,50,40
21,50_m10_0004_4.png,50,40
22,50_m10_0004_5.png,50,40
23,50_m10_0005_0.png,50,40
24,50_m10_0005_1.png,50,40
25,50_m10_0005_2.png,50,40
26,50_m10_0005_3.png,50,40
27,50_m10_0005_4.png,50,40
28,50_m10_0005_5.png,50,40
29,50_m10_0006_0.png,50,40
30,50_m10_0006_1.png,50,40
31,50_m10_0006_2.png,50,40
32,50_m10_0006_3.png,50,40
33,50_m10_0006_4.png,50,40
34,50_m10_0006_5.png,50,40
35,50_m10_0007_0.png,50,40
36,50_m10_0007_1.png,50,40
37,50_m10_0007_2.png,50,40
38,50_m10_0007_3.png,50,40
39,50_m10_0007_4.png,50,40
40,50_m10_0007_5.png,50,40
41,50_m10_0008_0.png,50,40
42,50_m10_0008_1.png,50,40
43,50_m10_0008_2.png,50,40
44,50_m10_0008_3.png,50,40
45,50_m10_0008_4.png,50,40
46,50_m10_0008_5.png,50,40
47,50_m10_0009_0.png,50,40
48,50_m10_0009_1.png,50,40
49,50_m10_0009_2.png,50,40
50,50_m10_0009_3.png,50,40
51,50_m10_0009_4.png,50,40
52,50_m10_0009_5.png,50,40
53,50_m10_0010_0.png,50,40
54,50_m10_0010_1.png,50,40
55,50_m10_0010_2.png,50,40
56,50_m10_0010_3.png,50,40
57,50_m10_0010_4.png,50,40
58,50_m10_0011_0.png,50,40
59,50_m10_0011_1.png,50,40
60,50_m10_0011_2.png,50,40
61,50_m10_0011_3.png,50,40
62,50_m10_0011_4.png,50,40
63,50_m10_0011_5.png,50,40
64,50_m10_0012_0.png,50,40
65,50_m10_0012_1.png,50,40
66,50_m10_0012_2.png,50,40
67,50_m10_0012_3.png,50,40
68,50_m10_0012_4.png,50,40
69,50_m10_0012_5.png,50,40
70,50_m10_0013_0.png,50,40
71,50_m10_0013_1.png,50,40
72,50_m10_0013_2.png,50,40
73,50_m10_0013_3.png,50,40
74,50_m10_0013_4.png,50,40
